,Model_Name,Price,CC,Mileage,Weight
1342,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
1343,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
1344,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
1345,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
1346,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
1347,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
1348,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
1349,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
1350,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
1351,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
1352,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
1353,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
1354,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
1355,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
1356,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
1357,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
1358,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
1359,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
1360,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
1361,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
1362,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
1363,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
1364,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
1365,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
1366,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
1367,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
1368,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
1369,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
1370,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
1371,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
1372,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
1373,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
1374,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
1375,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
1376,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
1377,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
1378,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
1379,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
1380,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
1381,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
1382,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
1383,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
1384,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
1385,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
1386,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
1387,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
1388,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
1389,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
1390,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
1391,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
1392,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
1393,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
1394,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
1395,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
1396,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
1397,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
1398,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
1399,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
1400,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
1401,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
1402,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
1403,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
1404,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
1405,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
1406,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
1407,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
1408,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
1409,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
1410,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
1411,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
1412,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
1413,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
1414,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
1415,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
1416,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
1417,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
1418,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
1419,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
1420,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
1421,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
1422,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
1423,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
1424,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
1425,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
1426,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
1427,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
1428,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
1429,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
1430,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
1431,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
1432,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
1433,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
1434,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
1435,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
1436,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
1437,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
1438,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
1439,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
1440,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
1441,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
1442,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
1443,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
1444,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
1445,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
1446,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
1447,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
1448,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
1449,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
1450,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
1451,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
1452,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
1453,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
1454,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
1455,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
1456,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
1457,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
1458,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
1459,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
1460,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
1461,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
1462,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
1463,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
1464,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
1465,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
1466,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
1467,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
1468,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
1469,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
1470,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
1471,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
1472,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
1473,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
1474,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
1475,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
1476,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
1477,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
1478,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
1479,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
1480,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
1481,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
1482,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
1483,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
1484,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
1485,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
1486,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
1487,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
1488,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
1489,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
1490,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
1491,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
1492,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
1493,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
1494,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
1495,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
1496,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
1497,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
1498,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
1499,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
1500,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
1501,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
1502,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
1503,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
1504,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
1505,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
1506,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
1507,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
1508,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
1509,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
1510,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
1511,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
1512,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
1513,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
1514,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
1515,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
1516,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
1517,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
1518,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
1519,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
1520,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
1521,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
1522,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
1523,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
1524,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
1525,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
1526,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
1527,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
1528,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
1529,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
1530,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
1531,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
1532,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
1533,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
1534,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
1535,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
1536,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
1537,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
1538,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
1539,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
1540,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
1541,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
1542,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
1543,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
1544,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
1545,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
1546,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
1547,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
1548,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
1549,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
1550,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
1551,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
1552,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
1553,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
1554,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
1555,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
1556,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
1557,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
1558,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
1559,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
1560,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
1561,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
1562,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
1563,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
1564,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
1565,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
1566,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
1567,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
1568,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
1569,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
1570,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
1571,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
1572,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
1573,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
1574,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
1575,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
1576,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
1577,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
1578,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
1579,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
1580,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
1581,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
1582,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
1583,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
1584,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
1585,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
1586,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
1587,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
1588,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
1589,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
1590,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
1591,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
1592,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
1593,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
1594,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
1595,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
1596,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
1597,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
1598,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
1599,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
1600,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
1601,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
1602,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
1603,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
1604,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
1605,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
1606,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
1607,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
1608,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
1609,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
1610,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
1611,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
1612,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
1613,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
1614,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
1615,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
1616,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
1617,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
1618,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
1619,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
1620,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
1621,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
1622,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
1623,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
1624,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
1625,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
1626,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
1627,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
1628,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
1629,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
1630,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
1631,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
1632,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
1633,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
1634,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
1635,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
1636,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
1637,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
1638,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
1639,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
1640,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
1641,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
1642,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
1643,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
1644,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
1645,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
1646,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
1647,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
1648,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
1649,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
1650,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
1651,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
1652,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
1653,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
1654,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
1655,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
1656,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
1657,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
1658,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
1659,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
1660,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
1661,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
1662,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
1663,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
1664,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
1665,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
1666,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
1667,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
1668,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
1669,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
1670,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
1671,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
1672,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
1673,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
1674,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
1675,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
1676,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
1677,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
1678,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
1679,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
1680,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
1681,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
1682,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
1683,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
1684,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
1685,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
1686,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
1687,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
1688,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
1689,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
1690,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
1691,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
1692,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
1693,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
1694,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
1695,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
1696,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
1697,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
1698,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
1699,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
1700,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
1701,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
1702,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
1703,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
1704,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
1705,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
1706,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
1707,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
1708,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
1709,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
1710,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
1711,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
1712,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
1713,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
1714,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
1715,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
1716,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
